eventId,slug,geoType,code,targetIndex,gadmRef,detail
viet-nam-thoi-dung-nuoc,viet-nam-thoi-dung-nuoc,nationwide,UNSUPPORTED_NATIONWIDE,,,
bac-thuoc-va-dau-tranh-gianh-doc-lap,bac-thuoc-va-dau-tranh-gianh-doc-lap,nationwide,UNSUPPORTED_NATIONWIDE,,,
viet-nam-tu-the-ki-x-den-xv,viet-nam-tu-the-ki-x-den-xv,nationwide,UNSUPPORTED_NATIONWIDE,,,
viet-nam-tu-the-ki-xvi-den-xix,viet-nam-tu-the-ki-xvi-den-xix,nationwide,UNSUPPORTED_NATIONWIDE,,,
viet-nam-1858-1918,viet-nam-1858-1918,nationwide,UNSUPPORTED_NATIONWIDE,,,
viet-nam-1919-1945,viet-nam-1919-1945,nationwide,UNSUPPORTED_NATIONWIDE,,,
viet-nam-1945-1954,viet-nam-1945-1954,nationwide,UNSUPPORTED_NATIONWIDE,,,
viet-nam-1954-1975,viet-nam-1954-1975,nationwide,UNSUPPORTED_NATIONWIDE,,,
viet-nam-1975-den-nay,viet-nam-1975-den-nay,nationwide,UNSUPPORTED_NATIONWIDE,,,
van-hoa-sa-huynh,van-hoa-sa-huynh,mixed,DUPLICATE_COORDINATE,0,,markers
su-ra-doi-nha-nuoc-au-lac,su-ra-doi-nha-nuoc-au-lac,mixed,DUPLICATE_COORDINATE,0,,markers
khang-chien-chong-quan-trieu-an-duong-vuong,khang-chien-chong-quan-trieu-an-duong-vuong,mixed,DUPLICATE_COORDINATE,0,,markers
khoi-nghia-hai-ba-trung,khoi-nghia-hai-ba-trung,mixed,DUPLICATE_COORDINATE,0,,markers
hinh-thanh-phat-trien-van-minh-cham-pa,hinh-thanh-phat-trien-van-minh-cham-pa,mixed,DUPLICATE_COORDINATE,0,,markers
khoi-nghia-khu-lien-lap-nuoc-lam-ap,khoi-nghia-khu-lien-lap-nuoc-lam-ap,mixed,DUPLICATE_COORDINATE,0,,markers
phu-nam-tro-thanh-vuong-quoc-hung-manh,phu-nam-tro-thanh-vuong-quoc-hung-manh,no_location,UNSUPPORTED_NO_LOCATION,,,
khoi-nghia-ba-trieu,khoi-nghia-ba-trieu,mixed,DUPLICATE_COORDINATE,0,,markers
khoi-nghia-ly-bi-trieu-quang-phuc,khoi-nghia-ly-bi-trieu-quang-phuc,no_location,UNSUPPORTED_NO_LOCATION,,,
xa-lan-dau-tien-xuat-hien,xa-lan-dau-tien-xuat-hien,no_location,UNSUPPORTED_NO_LOCATION,,,
mai-thuc-loan-khoi-nghia,mai-thuc-loan-khoi-nghia,mixed,DUPLICATE_COORDINATE,0,,markers
khoi-nghia-mai-thuc-loan,khoi-nghia-mai-thuc-loan,mixed,DUPLICATE_COORDINATE,0,,markers
khoi-nghia-phung-hung,khoi-nghia-phung-hung,no_location,UNSUPPORTED_NO_LOCATION,,,
ho-khuc-to-chuc-lai-lang-xa-the-ki-x,ho-khuc-to-chuc-lai-lang-xa-the-ki-x,no_location,UNSUPPORTED_NO_LOCATION,,,
khoi-nghia-khuc-thua-du,khoi-nghia-khuc-thua-du,mixed,DUPLICATE_COORDINATE,0,,markers
chien-thang-bach-dang-938,chien-thang-bach-dang-938,mixed,DUPLICATE_COORDINATE,0,,markers
ngo-quyen-xung-vuong-co-loa,ngo-quyen-xung-vuong-co-loa,mixed,DUPLICATE_COORDINATE,0,,markers
khang-chien-chong-quan-tong-981,khang-chien-chong-quan-tong-981,mixed,DUPLICATE_COORDINATE,0,,markers
doi-do-ly-cong-uan,doi-do-ly-cong-uan,no_location,UNSUPPORTED_NO_LOCATION,,,
ly-thai-to-doi-do-thang-long,ly-thai-to-doi-do-thang-long,mixed,DUPLICATE_COORDINATE,0,,markers
ly-thai-to-doi-do-thang-long,ly-thai-to-doi-do-thang-long,mixed,DUPLICATE_COORDINATE_DIFFERENT_LABEL,1,,markers
ly-thanh-tong-dung-van-mieu,ly-thanh-tong-dung-van-mieu,mixed,DUPLICATE_COORDINATE,0,,markers
khang-chien-chong-quan-tong-1075-1077,khang-chien-chong-quan-tong-1075-1077,mixed,DUPLICATE_COORDINATE,0,,markers
ly-thuong-kiet-tap-kich-kham-chau-liem-chau-ung-chau,ly-thuong-kiet-tap-kich-kham-chau-liem-chau-ung-chau,no_location,UNSUPPORTED_NO_LOCATION,,,
ly-nhan-tong-lap-quoc-tu-giam,ly-nhan-tong-lap-quoc-tu-giam,mixed,DUPLICATE_COORDINATE,0,,markers
ga-cong-chua-thieu-dung-duong-tu-minh-1144,ga-cong-chua-thieu-dung-duong-tu-minh-1144,mixed,DUPLICATE_COORDINATE,0,,markers
nha-ly-thanh-lap-trang-van-don,nha-ly-thanh-lap-trang-van-don,mixed,DUPLICATE_COORDINATE,0,,markers
cai-cach-tran-thu-do,cai-cach-tran-thu-do,no_location,UNSUPPORTED_NO_LOCATION,,,
khang-chien-chong-quan-mong-co-1258,khang-chien-chong-quan-mong-co-1258,mixed,DUPLICATE_COORDINATE,0,,markers
khang-chien-chong-quan-mong-co-1258,khang-chien-chong-quan-mong-co-1258,mixed,DUPLICATE_COORDINATE_DIFFERENT_LABEL,3,,markers
hoi-nghi-binh-than,hoi-nghi-binh-than,mixed,DUPLICATE_COORDINATE,0,,markers
hoi-nghi-dien-hong,hoi-nghi-dien-hong,mixed,DUPLICATE_COORDINATE,0,,markers
khang-chien-chong-quan-nguyen-1285,khang-chien-chong-quan-nguyen-1285,mixed,DUPLICATE_COORDINATE,0,,markers
khang-chien-chong-quan-nguyen-1285,khang-chien-chong-quan-nguyen-1285,mixed,DUPLICATE_COORDINATE_DIFFERENT_LABEL,3,,markers
khang-chien-chong-quan-nguyen-1285,khang-chien-chong-quan-nguyen-1285,mixed,DUPLICATE_COORDINATE_DIFFERENT_LABEL,4,,markers
khang-chien-chong-quan-nguyen-1285,khang-chien-chong-quan-nguyen-1285,mixed,DUPLICATE_COORDINATE_DIFFERENT_LABEL,5,,markers
khang-chien-chong-quan-nguyen-1287-1288,khang-chien-chong-quan-nguyen-1287-1288,mixed,DUPLICATE_COORDINATE,0,,markers
khung-hoang-cuoi-trieu-tran,khung-hoang-cuoi-trieu-tran,no_location,UNSUPPORTED_NO_LOCATION,,,
cai-cach-ho-quy-ly-trieu-ho,cai-cach-ho-quy-ly-trieu-ho,mixed,DUPLICATE_COORDINATE,0,,markers
phat-hanh-tien-giay-thong-bao-hoi-sao,phat-hanh-tien-giay-thong-bao-hoi-sao,no_location,UNSUPPORTED_NO_LOCATION,,,
ban-hanh-chinh-sach-han-dien,ban-hanh-chinh-sach-han-dien,no_location,UNSUPPORTED_NO_LOCATION,,,
ho-quy-ly-doi-do-thanh-hoa,ho-quy-ly-doi-do-thanh-hoa,mixed,DUPLICATE_COORDINATE,0,,markers
ho-quy-ly-lap-trieu-ho,ho-quy-ly-lap-trieu-ho,no_location,UNSUPPORTED_NO_LOCATION,,,
ban-hanh-chinh-sach-han-no,ban-hanh-chinh-sach-han-no,no_location,UNSUPPORTED_NO_LOCATION,,,
le-loi-xay-thanh-luc-nien,le-loi-xay-thanh-luc-nien,mixed,DUPLICATE_COORDINATE,0,,markers
khang-chien-chong-quan-minh-nha-ho,khang-chien-chong-quan-minh-nha-ho,mixed,DUPLICATE_COORDINATE,0,,markers
khang-chien-chong-quan-minh-nha-ho,khang-chien-chong-quan-minh-nha-ho,mixed,DUPLICATE_COORDINATE_DIFFERENT_LABEL,4,,markers
khang-chien-chong-quan-minh-nha-ho,khang-chien-chong-quan-minh-nha-ho,mixed,DUPLICATE_COORDINATE_DIFFERENT_LABEL,5,,markers
nha-minh-thong-tri-huy-diet-van-minh-dai-viet,nha-minh-thong-tri-huy-diet-van-minh-dai-viet,no_location,UNSUPPORTED_NO_LOCATION,,,
hoi-the-lung-nhai,hoi-the-lung-nhai,mixed,DUPLICATE_COORDINATE,0,,markers
khoi-nghia-lam-son,khoi-nghia-lam-son,mixed,DUPLICATE_COORDINATE,0,,markers
khoi-nghia-lam-son,khoi-nghia-lam-son,mixed,DUPLICATE_COORDINATE_DIFFERENT_LABEL,4,,markers
khoi-nghia-lam-son,khoi-nghia-lam-son,mixed,DUPLICATE_COORDINATE_DIFFERENT_LABEL,6,,markers
hoi-the-dong-quan,hoi-the-dong-quan,mixed,DUPLICATE_COORDINATE,0,,markers
hoi-the-dong-quan,hoi-the-dong-quan,mixed,DUPLICATE_COORDINATE_DIFFERENT_LABEL,1,,markers
hoi-the-dong-quan,hoi-the-dong-quan,mixed,DUPLICATE_COORDINATE_DIFFERENT_LABEL,2,,markers
nha-le-so-thanh-lap,nha-le-so-thanh-lap,no_location,UNSUPPORTED_NO_LOCATION,,,
le-nghi-dan-dat-luc-bo,le-nghi-dan-dat-luc-bo,no_location,UNSUPPORTED_NO_LOCATION,,,
le-thanh-tong-dua-luc-bo-thanh-co-quan-quyen-luc,le-thanh-tong-dua-luc-bo-thanh-co-quan-quyen-luc,no_location,UNSUPPORTED_NO_LOCATION,,,
cai-to-hanh-chinh-dia-phuong-12-thua-tuyen,cai-to-hanh-chinh-dia-phuong-12-thua-tuyen,mixed,DUPLICATE_COORDINATE,0,,markers
cai-to-he-thong-quan-doi-le-thanh-tong,cai-to-he-thong-quan-doi-le-thanh-tong,no_location,UNSUPPORTED_NO_LOCATION,,,
dat-them-thua-tuyen-quang-nam,dat-them-thua-tuyen-quang-nam,mixed,DUPLICATE_COORDINATE,0,,markers
ban-hanh-chinh-sach-loc-dien-quan-dien,ban-hanh-chinh-sach-loc-dien-quan-dien,no_location,UNSUPPORTED_NO_LOCATION,,,
ban-hanh-quoc-trieu-hinh-luat,ban-hanh-quoc-trieu-hinh-luat,no_location,UNSUPPORTED_NO_LOCATION,,,
le-thanh-tong-dung-bia-tien-si-van-mieu,le-thanh-tong-dung-bia-tien-si-van-mieu,mixed,DUPLICATE_COORDINATE,0,,markers
chu-quyen-bien-dao-viet-nam-tu-the-ki-xvi-den-xix,chu-quyen-bien-dao-viet-nam-tu-the-ki-xvi-den-xix,nationwide,UNSUPPORTED_NATIONWIDE,,,
nha-mac-thanh-lap,nha-mac-thanh-lap,no_location,UNSUPPORTED_NO_LOCATION,,,
giao-si-phuong-tay-truyen-dao-cong-giao,giao-si-phuong-tay-truyen-dao-cong-giao,mixed,DUPLICATE_COORDINATE,0,,markers
phuc-nghia-hau-gui-thu-nhat-ban,phuc-nghia-hau-gui-thu-nhat-ban,no_location,UNSUPPORTED_NO_LOCATION,,,
thanh-lap-va-hoat-dong-doi-dan-binh-hoang-sa-bac-hai,thanh-lap-va-hoat-dong-doi-dan-binh-hoang-sa-bac-hai,mixed,DUPLICATE_COORDINATE,0,,markers
giang-van-minh-di-su-nha-minh,giang-van-minh-di-su-nha-minh,no_location,UNSUPPORTED_NO_LOCATION,,,
nguyen-hue-dung-chan-chieu-mo-binh-si,nguyen-hue-dung-chan-chieu-mo-binh-si,mixed,DUPLICATE_COORDINATE,0,,markers
phong-trao-tay-son-bung-no,phong-trao-tay-son-bung-no,no_location,UNSUPPORTED_NO_LOCATION,,,
phong-trao-tay-son,phong-trao-tay-son,mixed,DUPLICATE_COORDINATE,0,,markers
khang-chien-chong-quan-xiem-1784-1785,khang-chien-chong-quan-xiem-1784-1785,mixed,DUPLICATE_COORDINATE,0,,markers
khang-chien-chong-quan-thanh-1789,khang-chien-chong-quan-thanh-1789,mixed,DUPLICATE_COORDINATE,0,,markers
khang-chien-chong-quan-thanh-1789,khang-chien-chong-quan-thanh-1789,mixed,DUPLICATE_COORDINATE_DIFFERENT_LABEL,2,,markers
thanh-lap-lang-xa-huyen-tien-hai-thai-binh,thanh-lap-lang-xa-huyen-tien-hai-thai-binh,mixed,DUPLICATE_COORDINATE,0,,markers
bac-thanh-duoc-lap,bac-thanh-duoc-lap,mixed,DUPLICATE_COORDINATE,0,,markers
thoi-gia-long-tri-vi,thoi-gia-long-tri-vi,mixed,DUPLICATE_COORDINATE,0,,markers
trieu-nguyen-thanh-lap,trieu-nguyen-thanh-lap,no_location,UNSUPPORTED_NO_LOCATION,,,
gia-dinh-thanh-duoc-lap,gia-dinh-thanh-duoc-lap,mixed,DUPLICATE_COORDINATE,0,,markers
cuoc-cai-cach-cua-minh-mang,cuoc-cai-cach-cua-minh-mang,mixed,DUPLICATE_COORDINATE,0,,markers
cuoc-cai-cach-cua-minh-mang,cuoc-cai-cach-cua-minh-mang,mixed,DUPLICATE_COORDINATE_DIFFERENT_LABEL,9,,markers
doi-thi-thu-vien-thanh-van-thu-phong,doi-thi-thu-vien-thanh-van-thu-phong,no_location,UNSUPPORTED_NO_LOCATION,,,
minh-mang-len-ngoi-vua,minh-mang-len-ngoi-vua,no_location,UNSUPPORTED_NO_LOCATION,,,
doi-dinh-quang-duc-thanh-phu-thua-thien,doi-dinh-quang-duc-thanh-phu-thua-thien,mixed,DUPLICATE_COORDINATE,0,,markers
doi-cac-doanh-quang-binh-quang-tri-quang-nam-thanh-tran,doi-cac-doanh-quang-binh-quang-tri-quang-nam-thanh-tran,mixed,DUPLICATE_COORDINATE,0,,markers
lap-noi-cac-thay-the-van-thu-phong,lap-noi-cac-thay-the-van-thu-phong,no_location,UNSUPPORTED_NO_LOCATION,,,
xoa-bo-bac-thanh-chia-thanh-18-tinh,xoa-bo-bac-thanh-chia-thanh-18-tinh,mixed,DUPLICATE_COORDINATE,0,,markers
xoa-bo-bac-thanh-chia-thanh-18-tinh,xoa-bo-bac-thanh-chia-thanh-18-tinh,mixed,DUPLICATE_COORDINATE_DIFFERENT_LABEL,1,,markers
xoa-bo-gia-dinh-thanh-chia-thanh-12-tinh,xoa-bo-gia-dinh-thanh-chia-thanh-12-tinh,mixed,DUPLICATE_COORDINATE,0,,markers
lap-co-mat-vien,lap-co-mat-vien,no_location,UNSUPPORTED_NO_LOCATION,,,
phap-xam-luoc-viet-nam,phap-xam-luoc-viet-nam,nationwide,UNSUPPORTED_NATIONWIDE,,,
thi-diem-chia-lai-ruong-dat-minh-mang,thi-diem-chia-lai-ruong-dat-minh-mang,mixed,DUPLICATE_COORDINATE,0,,markers
thuc-dan-phap-no-sung-tan-cong-da-nang,thuc-dan-phap-no-sung-tan-cong-da-nang,nationwide,UNSUPPORTED_NATIONWIDE,,,
chu-quyen-bien-dao-viet-nam-1858-1918,chu-quyen-bien-dao-viet-nam-1858-1918,nationwide,UNSUPPORTED_NATIONWIDE,,,
khang-chien-chong-thuc-dan-phap-trieu-nguyen,khang-chien-chong-thuc-dan-phap-trieu-nguyen,mixed,DUPLICATE_COORDINATE,0,,markers
phap-tan-cong-da-nang-1858,phap-tan-cong-da-nang-1858,mixed,DUPLICATE_COORDINATE,0,,markers
phap-xam-chiem-dong-duong,phap-xam-chiem-dong-duong,nationwide,UNSUPPORTED_NATIONWIDE,,,
phong-trao-chong-thuc-dan-phap-xam-luoc-o-viet-nam,phong-trao-chong-thuc-dan-phap-xam-luoc-o-viet-nam,nationwide,UNSUPPORTED_NATIONWIDE,,,
khoi-nghia-cua-pu-com-bo,khoi-nghia-cua-pu-com-bo,no_location,UNSUPPORTED_NO_LOCATION,,,
phap-chiem-sau-tinh-nam-ki,phap-chiem-sau-tinh-nam-ki,mixed,DUPLICATE_COORDINATE,0,,markers
vuong-thuc-mau-khoi-nghia-can-vuong,vuong-thuc-mau-khoi-nghia-can-vuong,mixed,DUPLICATE_COORDINATE,0,,markers
phap-chiem-bac-ki-lan-2,phap-chiem-bac-ki-lan-2,mixed,DUPLICATE_COORDINATE,0,,markers
hiep-uoc-hac-mang,hiep-uoc-hac-mang,no_location,UNSUPPORTED_NO_LOCATION,,,
hiep-uoc-pa-to-not,hiep-uoc-pa-to-not,no_location,UNSUPPORTED_NO_LOCATION,,,
trung-quoc-tu-choi-boi-thuong-vu-tau-dam-hoang-sa,trung-quoc-tu-choi-boi-thuong-vu-tau-dam-hoang-sa,no_location,UNSUPPORTED_NO_LOCATION,,,
xay-dung-cau-long-bien,xay-dung-cau-long-bien,mixed,DUPLICATE_COORDINATE,0,,markers
phong-trao-dong-du,phong-trao-dong-du,nationwide,UNSUPPORTED_NATIONWIDE,,,
hoat-dong-doi-ngoai-phan-boi-chau,hoat-dong-doi-ngoai-phan-boi-chau,no_location,UNSUPPORTED_NO_LOCATION,,,
phan-boi-chau-sang-nhat-ban-1905,phan-boi-chau-sang-nhat-ban-1905,no_location,UNSUPPORTED_NO_LOCATION,,,
nguyen-tat-thanh-tham-gia-chong-thue-hue,nguyen-tat-thanh-tham-gia-chong-thue-hue,mixed,DUPLICATE_COORDINATE,0,,markers
thanh-lap-lien-minh-dong-a-1908,thanh-lap-lien-minh-dong-a-1908,no_location,UNSUPPORTED_NO_LOCATION,,,
nguyen-tat-thanh-roi-phan-thiet-vao-sai-gon,nguyen-tat-thanh-roi-phan-thiet-vao-sai-gon,mixed,DUPLICATE_COORDINATE,0,,markers
nguyen-tat-thanh-ra-di-tim-duong-cuu-nuoc,nguyen-tat-thanh-ra-di-tim-duong-cuu-nuoc,mixed,DUPLICATE_COORDINATE,0,,markers
hoat-dong-doi-ngoai-nguyen-ai-quoc-1911-1930,hoat-dong-doi-ngoai-nguyen-ai-quoc-1911-1930,no_location,UNSUPPORTED_NO_LOCATION,,,
hoat-dong-doi-ngoai-phan-chau-trinh,hoat-dong-doi-ngoai-phan-chau-trinh,no_location,UNSUPPORTED_NO_LOCATION,,,
phan-boi-chau-ve-trung-quoc-1911,phan-boi-chau-ve-trung-quoc-1911,no_location,UNSUPPORTED_NO_LOCATION,,,
phan-chau-trinh-sang-phap-1911,phan-chau-trinh-sang-phap-1911,no_location,UNSUPPORTED_NO_LOCATION,,,
thanh-lap-viet-nam-quang-phuc-hoi-1912,thanh-lap-viet-nam-quang-phuc-hoi-1912,no_location,UNSUPPORTED_NO_LOCATION,,,
chu-quyen-bien-dao-viet-nam-1919-1945,chu-quyen-bien-dao-viet-nam-1919-1945,nationwide,UNSUPPORTED_NATIONWIDE,,,
nguyen-ai-quoc-gui-yeu-sach-vec-xai,nguyen-ai-quoc-gui-yeu-sach-vec-xai,no_location,UNSUPPORTED_NO_LOCATION,,,
nguyen-ai-quoc-doc-luan-cuong-le-nin,nguyen-ai-quoc-doc-luan-cuong-le-nin,no_location,UNSUPPORTED_NO_LOCATION,,,
